PassengerId,Survived,Pclass,Name,Sex,NormAge,NormSibSp,NormParch,NormFare,Embarked
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,0.296305604,0.25,0.166666667,0.05270049,S
602,0,3,"Slabenoff, Mr. Petco",male,0.34656949,0,0,0.015411575,S
603,0,1,"Harrington, Mr. Charles H",male,0.447097261,0,0,0.082759288,S
604,0,3,"Torber, Mr. Ernst William",male,0.547625031,0,0,0.015712554,S
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,0.434531289,0,0,0.051822149,C
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,0.447097261,0.125,0,0.030351579,S
607,0,3,"Karaic, Mr. Milan",male,0.371701433,0,0,0.015411575,S
608,1,1,"Daniel, Mr. Robert Williams",male,0.334003518,0,0,0.059532035,S
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,0.271173662,0.125,0.333333333,0.081157193,C
610,1,1,"Shutes, Miss. Elizabeth W",female,0.497361146,0,0,0.299538851,S
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,0.484795175,0.125,0.833333333,0.061044735,S
612,0,3,"Jardin, Mr. Jose Neto",male,0.246041719,0,0,0.013760684,S
613,1,3,"Murphy, Miss. Margaret Jane",female,0.296305604,0.125,0,0.030253985,Q
614,0,3,"Horgan, Mr. John",male,0.880623272,0,0,0.015126993,Q
615,0,3,"Brocklebank, Mr. William Alfred",male,0.434531289,0,0,0.015712554,S
616,1,2,"Herman, Miss. Alice",female,0.296305604,0.125,0.333333333,0.126871551,S
617,0,3,"Danbom, Mr. Ernst Gilbert",male,0.421965318,0.125,0.166666667,0.028106928,S
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,0.321437547,0.125,0,0.031425107,S
619,1,2,"Becker, Miss. Marion Louise",female,0.044986177,0.25,0.166666667,0.07612293,S
620,0,2,"Gavey, Mr. Lawrence",male,0.321437547,0,0,0.020494635,S
621,0,3,"Yasbeck, Mr. Antoni",male,0.334003518,0.125,0,0.028212719,C
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,0.522493089,0.125,0,0.102578967,S
623,1,3,"Nakid, Mr. Sahid",male,0.246041719,0.125,0.166666667,0.030725752,C
624,0,3,"Hansen, Mr. Henry Damsgaard",male,0.25860769,0,0,0.015330377,S
625,0,3,"Bowen, Mr. David John ""Dai""",male,0.25860769,0,0,0.031425107,S
626,0,1,"Sutton, Mr. Frederick",male,0.761246544,0,0,0.063086,S
627,0,2,"Kirkland, Rev. Charles Leonard",male,0.710982659,0,0,0.024105595,Q
628,1,1,"Longley, Miss. Gretchen Fiske",female,0.25860769,0,0,0.152164468,S
629,0,3,"Bostandyeff, Mr. Guentcho",male,0.321437547,0,0,0.015411575,S
630,0,3,"O'Connell, Mr. Patrick D",male,0.25860769,0,0,0.015094396,Q
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,1,0,0,0.0585561,S
632,0,3,"Lundahl, Mr. Johan Svensson",male,0.635586831,0,0,0.013768881,S
633,1,1,"Stahelin-Maeglin, Dr. Max",male,0.396833375,0,0,0.059532035,C
634,0,1,"Parr, Mr. William Henry Marsh",male,0.497361146,0,0,0,S
635,0,3,"Skoog, Miss. Mabel",female,0.107816034,0.375,0.333333333,0.054457173,S
636,1,2,"Davis, Miss. Mary",female,0.34656949,0,0,0.02537431,S
637,0,3,"Leinonen, Mr. Antti Gustaf",male,0.396833375,0,0,0.01546857,S
638,0,2,"Collyer, Mr. Harvey",male,0.384267404,0.125,0.166666667,0.051236588,S
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,0.509927117,0,0.833333333,0.077464841,S
640,0,3,"Thorneycroft, Mr. Percival",male,0.371701433,0.125,0,0.031425107,S
641,0,3,"Jensen, Mr. Hans Peder",male,0.246041719,0,0,0.015330377,S
642,1,1,"Sagesser, Mlle. Emma",female,0.296305604,0,0,0.135264592,C
643,0,3,"Skoog, Miss. Margit Elizabeth",female,0.019854235,0.375,0.333333333,0.054457173,S
644,1,3,"Foo, Mr. Choong",male,0.396833375,0,0,0.110272458,S
645,1,3,"Baclini, Miss. Eugenie",female,0.004146771,0.25,0.166666667,0.037589698,C
646,1,1,"Harper, Mr. Henry Sleeper",male,0.597888917,0.125,0,0.149765424,C
647,0,3,"Cor, Mr. Liudevit",male,0.233475748,0,0,0.015411575,S
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,0.698416688,0,0,0.069291385,C
649,0,3,"Willey, Mr. Edward",male,0.522493089,0,0,0.014736619,S
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,0.283739633,0,0,0.014736619,S
651,0,3,"Mitkoff, Mr. Mito",male,0.34656949,0,0,0.015411575,S
652,1,2,"Doling, Miss. Elsie",female,0.220909776,0,0.166666667,0.04489301,S
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,0.25860769,0,0,0.016460705,S
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,0.170645891,0,0,0.015281581,Q
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,0.220909776,0,0,0.013175123,Q
656,0,2,"Hickman, Mr. Leonard Mark",male,0.296305604,0.25,0,0.143462446,S
657,0,3,"Radeff, Mr. Alexander",male,0.34656949,0,0,0.015411575,S
658,0,3,"Bourke, Mrs. John (Catherine)",female,0.396833375,0.125,0.166666667,0.030253985,Q
659,0,2,"Eitemiller, Mr. George Floyd",male,0.283739633,0,0,0.02537431,S
660,0,1,"Newell, Mr. Arthur Webster",male,0.72354863,0,0.333333333,0.221098075,C
661,1,1,"Frauenthal, Dr. Henry William",male,0.62302086,0.25,0,0.260867427,S
662,0,3,"Badt, Mr. Mohamed",male,0.497361146,0,0,0.014102261,C
663,0,1,"Colley, Mr. Edward Pomeroy",male,0.585322945,0,0,0.049943474,S
664,0,3,"Coleff, Mr. Peju",male,0.447097261,0,0,0.014630827,S
665,1,3,"Lindqvist, Mr. Eino William",male,0.246041719,0.125,0,0.01546857,S
666,0,2,"Hickman, Mr. Lewis",male,0.396833375,0.25,0,0.143462446,S
667,0,2,"Butler, Mr. Reginald Fenton",male,0.308871576,0,0,0.02537431,S
668,0,3,"Rommetvedt, Mr. Knud Paust",male,0.321437547,0,0,0.015175789,S
669,0,3,"Cook, Mr. Jacob",male,0.53505906,0,0,0.015712554,S
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,0.434531289,0.125,0,0.10149724,S
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,0.497361146,0.125,0.166666667,0.07612293,S
672,0,1,"Davidson, Mr. Thornton",male,0.384267404,0.125,0,0.10149724,S
673,0,2,"Mitchell, Mr. Henry Michael",male,0.874340287,0,0,0.020494635,S
674,1,2,"Wilhelms, Mr. Charles",male,0.384267404,0,0,0.02537431,S
675,0,2,"Watson, Mr. Ennis Hastings",male,0.824076401,0,0,0,S
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,0.220909776,0,0,0.015175789,S
677,0,3,"Sawyer, Mr. Frederick Charles",male,0.30258859,0,0,0.015712554,S
678,1,3,"Turja, Miss. Anna Sofia",female,0.220909776,0,0,0.019209719,S
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,0.53505906,0.125,1,0.091542703,S
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,0.447097261,0,0.166666667,1,C
681,0,3,"Peters, Miss. Katie",female,0.183211862,0,0,0.015883342,Q
682,1,1,"Hassab, Mr. Hammad",male,0.334003518,0,0,0.149765424,C
683,0,3,"Olsvigen, Mr. Thor Anderson",male,0.246041719,0,0,0.018006001,S
684,0,3,"Goodwin, Mr. Charles Edward",male,0.170645891,0.625,0.333333333,0.091542703,S
685,0,2,"Brown, Mr. Thomas William Solomon",male,0.748680573,0.125,0.166666667,0.07612293,S
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,0.308871576,0.125,0.333333333,0.081157193,C
687,0,3,"Panula, Mr. Jaako Arnold",male,0.170645891,0.5,0.166666667,0.077464841,S
688,0,3,"Dakic, Mr. Branko",male,0.233475748,0,0,0.019852079,S
689,0,3,"Fischer, Mr. Eberhard Thelander",male,0.220909776,0,0,0.015216388,S
690,1,1,"Madill, Miss. Georgette Alexandra",female,0.183211862,0,0.166666667,0.412503328,S
691,1,1,"Dick, Mr. Albert Adrian",male,0.384267404,0.125,0,0.11125659,S
692,1,3,"Karun, Miss. Manca",female,0.044986177,0,0.166666667,0.026187654,C
693,1,3,"Lam, Mr. Ali",male,0.396833375,0,0,0.110272458,S
694,0,3,"Saad, Mr. Khalil",male,0.308871576,0,0,0.014102261,C
695,0,1,"Weir, Col. John",male,0.748680573,0,0,0.051822149,S
696,0,2,"Chapman, Mr. Charles Henry",male,0.648152802,0,0,0.026350245,S
697,0,3,"Kelly, Mr. James",male,0.547625031,0,0,0.015712554,S
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,0.195777834,0,0,0.015094396,Q
699,0,1,"Thayer, Mr. John Borland",male,0.610454888,0.125,0.166666667,0.216429788,C
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,0.522493089,0,0,0.014931806,S
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,0.220909776,0.125,0,0.444099224,C
702,1,1,"Silverthorne, Mr. Spencer Victor",male,0.434531289,0,0,0.051309783,S
703,0,3,"Barbara, Miss. Saiide",female,0.220909776,0,0.166666667,0.028212719,C
704,0,3,"Gallagher, Mr. Martin",male,0.308871576,0,0,0.015110792,Q
705,0,3,"Hansen, Mr. Henrik Juul",male,0.321437547,0.125,0,0.015330377,S
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,0.484795175,0,0,0.05074862,S
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,0.560191003,0,0,0.026350245,S
708,1,1,"Calderhead, Mr. Edward Pennington",male,0.522493089,0,0,0.051309783,S
709,1,1,"Cleaver, Miss. Alice",female,0.271173662,0,0,0.2958059,S
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,0.497361146,0.125,0.166666667,0.02975782,C
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,0.296305604,0,0,0.096625763,C
712,0,1,"Klaber, Mr. Herman",male,0.560191003,0,0,0.051822149,S
713,1,1,"Taylor, Mr. Elmer Zebley",male,0.597888917,0.125,0,0.10149724,S
714,0,3,"Larsson, Mr. August Viktor",male,0.359135461,0,0,0.018510169,S
715,0,2,"Greenberg, Mr. Samuel",male,0.648152802,0,0,0.02537431,S
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,0.233475748,0,0,0.014931806,S
717,1,1,"Endres, Miss. Caroline Louise",female,0.472229203,0,0,0.444099224,C
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,0.334003518,0,0,0.020494635,S
719,0,3,"McEvoy, Mr. Michael",male,0.233475748,0,0,0.030253985,Q
720,0,3,"Johnson, Mr. Malkolm Joackim",male,0.409399347,0,0,0.015175789,S
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,0.07011812,0,0.166666667,0.06441171,S
722,0,3,"Jensen, Mr. Svend Lauritz",male,0.208343805,0.125,0,0.013768881,S
723,0,2,"Gillespie, Mr. William Henry",male,0.421965318,0,0,0.02537431,S
724,0,2,"Hodges, Mr. Henry Price",male,0.62302086,0,0,0.02537431,S
725,1,1,"Chambers, Mr. Norman Campbell",male,0.334003518,0.125,0,0.103644297,S
726,0,3,"Oreskovic, Mr. Luka",male,0.246041719,0,0,0.016908074,S
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,0.371701433,0.375,0,0.04098927,S
728,1,3,"Mannion, Miss. Margareth",female,0.195777834,0,0,0.015102594,Q
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,0.308871576,0.125,0,0.05074862,S
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,0.308871576,0.125,0,0.01546857,S
731,1,1,"Allen, Miss. Elisabeth Walton",female,0.359135461,0,0,0.412503328,S
732,0,3,"Hassan, Mr. Houssein G N",male,0.132947977,0,0,0.036670758,C
733,0,2,"Knight, Mr. Robert J",male,0.824076401,0,0,0,S
734,0,2,"Berriman, Mr. William John",male,0.283739633,0,0,0.02537431,S
735,0,2,"Troupiansky, Mr. Moses Aaron",male,0.283739633,0,0,0.02537431,S
736,0,3,"Williams, Mr. Leslie",male,0.352852475,0,0,0.031425107,S
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,0.597888917,0.125,0.5,0.067095532,S
738,1,1,"Lesurer, Mr. Gustave J",male,0.434531289,0,0,1,C
739,0,3,"Ivanoff, Mr. Kanio",male,0.34656949,0,0,0.015411575,S
740,0,3,"Nankoff, Mr. Minko",male,0.34656949,0,0,0.015411575,S
741,1,1,"Hawksford, Mr. Walter James",male,1,0,0,0.0585561,S
742,0,1,"Cavendish, Mr. Tyrell William",male,0.447097261,0.125,0,0.15390495,S
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,0.25860769,0.25,0.333333333,0.512121894,C
744,0,3,"McNamee, Mr. Neal",male,0.296305604,0.125,0,0.031425107,S
745,1,3,"Stranden, Mr. Juho",male,0.384267404,0,0,0.01546857,S
746,0,1,"Crosby, Capt. Edward Gifford",male,0.874340287,0.125,0.166666667,0.138582771,S
747,0,3,"Abbott, Mr. Rossmore Edward",male,0.195777834,0.125,0.166666667,0.039525368,S
748,1,2,"Sinkkonen, Miss. Anna",female,0.371701433,0,0,0.02537431,S
749,0,1,"Marvin, Mr. Daniel Warner",male,0.233475748,0.125,0,0.103644297,S
750,0,3,"Connaghton, Mr. Michael",male,0.384267404,0,0,0.015126993,Q
751,1,2,"Wells, Miss. Joan",female,0.044986177,0.125,0.166666667,0.04489301,S
752,1,3,"Moor, Master. Meier",male,0.07011812,0,0.166666667,0.024349578,S
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,0.409399347,0,0,0.018542765,S
754,0,3,"Jonkoff, Mr. Lalio",male,0.283739633,0,0,0.015411575,S
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,0.597888917,0.125,0.333333333,0.126871551,S
756,1,2,"Hamalainen, Master. Viljo",male,0.003141493,0.125,0.166666667,0.028302115,S
757,0,3,"Carlsson, Mr. August Sigfrid",male,0.34656949,0,0,0.015216388,S
758,0,2,"Bailey, Mr. Percy Andrew",male,0.220909776,0,0,0.022446505,S
759,0,3,"Theobald, Mr. Thomas Leonard",male,0.421965318,0,0,0.015712554,S
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,0.409399347,0,0,0.168836756,S
761,0,3,"Garfirth, Mr. John",male,0.233475748,0,0,0.028302115,S
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,0.509927117,0,0,0.013907074,S
763,1,3,"Barah, Mr. Hanna Assi",male,0.246041719,0,0,0.014110459,C
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,0.447097261,0.125,0.333333333,0.234224401,S
765,0,3,"Eklund, Mr. Hans Linus",male,0.195777834,0,0,0.015175789,S
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,0.635586831,0.125,0,0.152164468,S
767,0,1,"Brewe, Dr. Arthur Jackson",male,0.447097261,0,0,0.077294052,C
768,0,3,"Mangan, Miss. Mary",female,0.377984418,0,0,0.015126993,Q
769,0,3,"Moran, Mr. Daniel J",male,0.308871576,0.125,0,0.047137661,Q
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,0.396833375,0,0,0.016322513,S
771,0,3,"Lievens, Mr. Rene Aime",male,0.296305604,0,0,0.018542765,S
772,0,3,"Jensen, Mr. Niels Peder",male,0.597888917,0,0,0.015330377,S
773,0,2,"Mack, Mrs. (Mary)",female,0.710982659,0,0,0.020494635,S
774,0,3,"Elias, Mr. Dibo",male,0.566473988,0,0,0.014102261,C
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,0.673284745,0.125,0.5,0.04489301,S
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,0.220909776,0,0,0.015126993,S
777,0,3,"Tobin, Mr. Roger",male,0.880623272,0,0,0.015126993,Q
778,1,3,"Emanuel, Miss. Virginia Ethel",female,0.057552149,0,0,0.024349578,S
779,0,3,"Kilgannon, Mr. Thomas J",male,0.308871576,0,0,0.015102594,Q
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,0.53505906,0,0.166666667,0.412503328,S
781,1,3,"Ayoub, Miss. Banoura",female,0.15807992,0,0,0.014110459,C
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,0.208343805,0.125,0,0.11125659,S
783,0,1,"Long, Mr. Milton Clyde",male,0.359135461,0,0,0.0585561,S
784,0,3,"Johnston, Mr. Andrew G",male,0.321437547,0.125,0.333333333,0.045771352,S
785,0,3,"Ali, Mr. William",male,0.308871576,0,0,0.013760684,S
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,0.308871576,0,0,0.014151058,S
787,1,3,"Sjoblom, Miss. Anna Sofia",female,0.220909776,0,0,0.014630827,S
788,0,3,"Rice, Master. George Hugh",male,0.095250063,0.5,0.166666667,0.056848214,Q
789,1,3,"Dean, Master. Bertram Vere",male,0.007288263,0.125,0.333333333,0.040159725,S
790,0,1,"Guggenheim, Mr. Benjamin",male,0.572756974,0,0,0.154588105,C
791,0,3,"Keane, Mr. Andrew ""Andy""",male,0.880623272,0,0,0.015126993,Q
792,0,2,"Gaskell, Mr. Alfred",male,0.195777834,0,0,0.05074862,S
793,0,3,"Sage, Miss. Stella Anna",female,0.195777834,1,0.333333333,0.135752559,S
794,0,1,"Hoyt, Mr. William Fisher",male,0.698416688,0,0,0.059914211,C
795,0,3,"Dantcheff, Mr. Ristiu",male,0.308871576,0,0,0.015411575,S
796,0,2,"Otter, Mr. Richard",male,0.484795175,0,0,0.02537431,S
797,1,1,"Leader, Dr. Alice (Farnham)",female,0.610454888,0,0,0.050610428,S
798,1,3,"Osman, Mrs. Mara",female,0.384267404,0,0,0.016948673,S
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,0.371701433,0,0,0.014110459,C
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,0.371701433,0.125,0.166666667,0.047137661,S
801,0,2,"Ponesell, Mr. Martin",male,0.421965318,0,0,0.02537431,S
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,0.384267404,0.125,0.166666667,0.051236588,S
803,1,1,"Carter, Master. William Thornton II",male,0.132947977,0.125,0.333333333,0.234224401,S
804,1,3,"Thomas, Master. Assad Alexander",male,0,0,0.166666667,0.016623491,C
805,1,3,"Hedman, Mr. Oskar Arvid",male,0.334003518,0,0,0.013614293,S
806,0,3,"Johansson, Mr. Karl Johan",male,0.384267404,0,0,0.015175789,S
807,0,1,"Andrews, Mr. Thomas Jr",male,0.484795175,0,0,0,S
808,0,3,"Pettersson, Miss. Ellen Natalia",female,0.220909776,0,0,0.015175789,S
809,0,2,"Meyer, Mr. August",male,0.484795175,0,0,0.02537431,S
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,0.409399347,0.125,0,0.103644297,S
811,0,3,"Alexander, Mr. William",male,0.321437547,0,0,0.015395375,S
812,0,3,"Lester, Mr. James",male,0.484795175,0,0,0.047137661,S
813,0,2,"Slemen, Mr. Richard James",male,0.434531289,0,0,0.020494635,S
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,0.07011812,0.5,0.333333333,0.061044735,S
815,0,3,"Tomlin, Mr. Ernest Portage",male,0.377984418,0,0,0.015712554,S
816,0,1,"Fry, Mr. Richard",male,0.497361146,0,0,0,S
817,0,3,"Heininen, Miss. Wendla Maria",female,0.283739633,0,0,0.01546857,S
818,0,2,"Mallet, Mr. Albert",male,0.384267404,0.125,0.166666667,0.072227388,C
819,0,3,"Holm, Mr. John Fredrik Alexander",male,0.53505906,0,0,0.012589562,S
820,0,3,"Skoog, Master. Karl Thorsten",male,0.120382006,0.375,0.333333333,0.054457173,S
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,0.648152802,0.125,0.166666667,0.182499846,S
822,1,3,"Lulic, Mr. Nikola",male,0.334003518,0,0,0.016908074,S
823,0,1,"Reuchlin, Jonkheer. John George",male,0.472229203,0,0,0,S
824,1,3,"Moor, Mrs. (Beila)",female,0.334003518,0,0.166666667,0.024349578,S
825,0,3,"Panula, Master. Urho Abraham",male,0.019854235,0.5,0.166666667,0.077464841,S
826,0,3,"Flynn, Mr. John",male,0.560191003,0,0,0.013565497,Q
827,0,3,"Lam, Mr. Len",male,0.396833375,0,0,0.110272458,S
828,1,2,"Mallet, Master. Andre",male,0.007288263,0,0.333333333,0.072227388,C
829,1,3,"McCormack, Mr. Thomas Joseph",male,0.880623272,0,0,0.015126993,Q
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,0.773812516,0,0,0.156149601,
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,0.183211862,0.125,0,0.028212719,C
832,1,2,"Richards, Master. George Sibley",male,0.005152048,0.125,0.166666667,0.036597563,S
833,0,3,"Saad, Mr. Amin",male,0.352852475,0,0,0.014110459,C
834,0,3,"Augustsson, Mr. Albert",male,0.283739633,0,0,0.015330377,S
835,0,3,"Allum, Mr. Owen George",male,0.220909776,0,0,0.016200521,S
836,1,1,"Compton, Miss. Sara Rebecca",female,0.484795175,0.125,0.166666667,0.162314192,C
837,0,3,"Pasic, Mr. Jakob",male,0.25860769,0,0,0.016908074,S
838,0,3,"Sirota, Mr. Maurice",male,0.434531289,0,0,0.015712554,S
839,1,3,"Chip, Mr. Chang",male,0.396833375,0,0,0.110272458,S
840,1,1,"Marechal, Mr. Pierre",male,0.72354863,0,0,0.057970539,C
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,0.246041719,0,0,0.01546857,S
842,0,2,"Mudd, Mr. Thomas Charles",male,0.195777834,0,0,0.020494635,S
843,1,1,"Serepeca, Miss. Augusta",female,0.371701433,0,0,0.06050797,C
844,0,3,"Lemberopolous, Mr. Peter L",male,0.428248304,0,0,0.012565163,C
845,0,3,"Culumovic, Mr. Jeso",male,0.208343805,0,0,0.016908074,S
846,0,3,"Abbing, Mr. Anthony",male,0.522493089,0,0,0.014736619,S
847,0,3,"Sage, Mr. Douglas Bullen",male,0.132947977,1,0.333333333,0.135752559,S
848,0,3,"Markoff, Mr. Marin",male,0.434531289,0,0,0.015411575,C
849,0,2,"Harper, Rev. John",male,0.34656949,0,0.166666667,0.06441171,S
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,0.409399347,0.125,0,0.173919816,C
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,0.044986177,0.5,0.333333333,0.061044735,S
852,0,3,"Svensson, Mr. Johan",male,0.924604172,0,0,0.015175789,S
853,0,3,"Boulos, Miss. Nourelain",female,0.107816034,0.125,0.166666667,0.02975782,C
854,1,1,"Lines, Miss. Mary Conover",female,0.195777834,0,0.166666667,0.076903678,S
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,0.547625031,0.125,0,0.05074862,S
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,0.220909776,0,0.166666667,0.018249985,S
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,0.560191003,0.125,0.166666667,0.321798367,S
858,1,1,"Daly, Mr. Peter Denis ",male,0.635586831,0,0,0.051822149,S
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,0.296305604,0,0.5,0.037589698,C
860,0,3,"Razi, Mr. Raihed",male,0.352852475,0,0,0.014110459,C
861,0,3,"Hansen, Mr. Claus Peter",male,0.509927117,0.25,0,0.027537568,S
862,0,2,"Giles, Mr. Frederick Edward",male,0.25860769,0.125,0,0.022446505,S
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,0.597888917,0,0,0.050610428,S
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,0.195777834,1,0.333333333,0.135752559,S
865,0,2,"Gill, Mr. John William",male,0.296305604,0,0,0.02537431,S
866,1,2,"Bystrom, Mrs. (Karolina)",female,0.522493089,0,0,0.02537431,S
867,1,2,"Duran y More, Miss. Asuncion",female,0.334003518,0.125,0,0.0270496,C
868,0,1,"Roebling, Mr. Washington Augustus II",male,0.384267404,0,0,0.098561238,S
869,0,3,"van Melkebeke, Mr. Philemon",male,0.359135461,0,0,0.018542765,S
870,1,3,"Johnson, Master. Harold Theodor",male,0.044986177,0.125,0.166666667,0.021730754,S
871,0,3,"Balkic, Mr. Cerin",male,0.321437547,0,0,0.015411575,S
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,0.585322945,0.125,0.166666667,0.102578967,S
873,0,1,"Carlsson, Mr. Frans Olof",male,0.409399347,0,0,0.00975935,S
874,0,3,"Vander Cruyssen, Mr. Victor",male,0.585322945,0,0,0.01756683,S
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,0.34656949,0.125,0,0.04684488,C
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,0.183211862,0,0,0.014102261,C
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,0.246041719,0,0,0.019217722,S
878,0,3,"Petroff, Mr. Nedelio",male,0.233475748,0,0,0.015411575,S
879,0,3,"Laleff, Mr. Kristo",male,0.34656949,0,0,0.015411575,S
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,0.698416688,0,0.166666667,0.162314192,C
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,0.308871576,0,0.166666667,0.05074862,S
882,0,3,"Markun, Mr. Johann",male,0.409399347,0,0,0.015411575,S
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,0.271173662,0,0,0.020527231,S
884,0,2,"Banfield, Mr. Frederick James",male,0.34656949,0,0,0.020494635,S
885,0,3,"Sutehall, Mr. Henry Jr",male,0.308871576,0,0,0.013760684,S
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,0.484795175,0,0.833333333,0.056848214,Q
887,0,2,"Montvila, Rev. Juozas",male,0.334003518,0,0,0.02537431,S
888,1,1,"Graham, Miss. Margaret Edith",female,0.233475748,0,0,0.0585561,S
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,0.120382006,0.125,0.333333333,0.045771352,S
890,1,1,"Behr, Mr. Karl Howell",male,0.321437547,0,0,0.0585561,C
891,0,3,"Dooley, Mr. Patrick",male,0.396833375,0,0,0.015126993,Q
